Количество чугуна (т),Перепад давлений общий (ат),Перепад давлений нижний (ат),Расход природного газа (м³/ч),Расход холодного дутья (м³/ч),Выход колошникового газа (м³/ч),Колошниковый газ (H₂),O₂ в горячем дутье,t колошникового газа 2 (°С),t колошникового газа 1 (°С),Уровень засыпи (север) (м),t периферийных газов 5 (°С),t колошникового газа 4 (°С),t колошникового газа 3 (°С),Уровень засыпи (запад) (м),Уровень засыпи (восток) (м)
5190.995,1.415343319,1.181367586,18797.96082,221620.2383,348422.6029,7.866666794,27.46666654,162.2749227,136.3607677,1.258817966,257.7853858,138.3322458,150.3497995,1.093452948,1.241909573
4800.132,1.378117472,1.166333914,17194.69458,226674.0143,353664.9414,7.966666698,27.66666667,183.6639207,159.016077,1.159077535,279.932888,171.6591984,171.866024,1.02824914,1.148969258
4834.447,1.431570028,1.212158571,18410.06128,221601.0182,350818.0365,7.833333492,26.36666679,196.3293648,180.0587705,1.078106311,369.1024984,191.9954179,186.7606812,0.980422805,1.054019439
5140.45,1.437029699,1.230272805,18947.00521,223010.5944,350276.6159,7.833333333,27.29999987,172.7580929,152.9667123,1.040465665,341.9625727,165.4255034,164.2362525,0.926453638,1.034387469
5174.773,1.427168985,1.211609984,18820.13485,224182.6842,355115.3997,7.900000095,27.70000013,171.3837287,154.5263303,0.982382581,323.2574577,168.7611879,168.8020433,0.877855266,0.975443112
5042.496,1.420425326,1.200424219,18923.85205,221133.3014,354278.724,8.03333346,28.0,176.4239782,151.9194749,1.051102189,289.5984077,163.3885066,162.7299881,0.947482338,1.020596122
5043.939,1.408941105,1.208070566,19212.18547,222076.2917,354813.8112,7.899999936,27.76666705,173.8423665,152.9525852,1.009469608,310.5682481,160.2461281,168.6314036,0.922968619,1.002549892
5016.85,1.424330438,1.227570037,19338.64201,222076.3835,351592.9258,7.900000095,27.33333333,171.5838534,152.1846523,0.983215272,456.3514875,160.8880685,168.7871393,0.876173839,0.959178875
4956.877,1.434072912,1.238442714,19310.4034,221555.3053,348316.3529,7.866666794,27.83333397,172.4657262,152.3130919,0.945199713,410.0227102,159.8357728,170.0986563,0.827880318,0.944859837
5133.644,1.432381387,1.23128059,19439.66032,221973.4368,349784.151,7.900000095,28.13333321,168.023365,150.5642967,0.883192743,401.2827034,153.1386751,171.2251415,0.746524865,0.877666347
5243.177,1.409507538,1.206320604,19362.88525,220759.7754,345116.8021,7.76666673,27.56666692,162.6177451,138.3731073,1.200742645,281.4416218,145.3091828,155.0174046,1.065829361,1.173748548
5179.704,1.408395827,1.188556145,19499.941,220407.8275,344302.4323,7.633333206,27.93333371,159.8177719,139.938604,0.890032001,298.7901268,146.19321,158.5924803,0.761570774,0.88716649
5198.245,1.415616433,1.195786476,19476.98153,222103.8965,347215.6146,7.699999968,27.66666667,160.6109562,142.1312342,0.887347043,323.5772883,141.5484085,161.387104,0.753987675,0.887933602
5072.481,1.437009846,1.216373851,19451.83781,227333.7331,356433.9076,7.899999936,27.56666629,172.1984857,156.2915421,0.821552197,329.3549016,160.8962568,182.8481382,0.702227488,0.84005295
5105.613,1.437539925,1.220847234,19315.78743,224627.9134,353262.569,8.166666985,27.93333371,186.6374442,172.9244595,0.872157633,342.1047223,169.9965019,183.416935,0.757862846,0.859198138
5070.427,1.454153573,1.24760969,19325.23861,225382.679,350699.6823,7.866666794,27.73333359,180.8329639,166.1072178,0.906388005,343.4977074,166.4932512,178.6682339,0.810114582,0.911232409
5117.507,1.424536561,1.224605908,19479.32381,223965.8047,344991.1992,8.200000127,27.63333321,178.8889408,171.6670138,0.852784832,313.9540405,170.7782892,183.7913634,0.764442727,0.853913804
4991.768,1.434322918,1.226369237,18797.24618,222914.6908,345477.3737,8.133333206,27.83333333,184.408556,171.9575907,0.862398545,419.4817581,176.6548405,184.2540735,0.762963889,0.852305951
5102.676,1.448663657,1.252597104,19498.2207,222145.7135,348612.8607,8.133333206,27.59999975,177.0720882,162.3194148,0.897873109,448.2868487,172.2133808,179.3326575,0.810300313,0.90058089
4990.263,1.467637743,1.271586215,19392.9248,218461.6667,338378.5313,7.933333397,27.76666641,165.6716423,148.5366344,0.874583036,610.6560478,156.7878145,167.8126717,0.762089352,0.882923611
5128.503,1.449648738,1.270744195,19275.3339,219820.9941,339390.9727,8.100000064,27.19999949,171.1785081,149.5347137,1.010560701,611.5917638,159.1644662,170.4421743,0.879722275,0.99958165
5165.451,1.445297604,1.260516052,19395.60392,221247.8379,342504.319,7.733333429,27.89999962,157.0631129,135.2608992,0.930897675,431.3379262,139.674003,152.1404165,0.791463941,0.94199794
5183.244,1.475779518,1.278128465,19215.0625,226037.3379,345827.4401,7.833333492,27.43333308,163.0283178,149.4992736,0.872476329,466.5400607,148.2196891,161.8745823,0.759768402,0.859254569
5222.19,1.476576974,1.287174741,19177.48551,226937.9557,346228.6771,8.066666921,27.26666641,168.2128881,158.7975559,0.889812442,383.4353027,154.9370677,163.1490351,0.794803008,0.907184082
5375.294,1.461248686,1.26012669,19466.65104,229001.599,349340.931,8.100000064,27.86666679,163.9850019,152.2425359,0.890966048,309.0813624,147.3836892,156.1906109,0.788621003,0.91406024
5287.91,1.490824074,1.28427429,19954.92033,231887.8047,352669.3763,7.866666635,27.83333333,160.2352746,147.2511269,0.834522617,361.7680117,146.0076246,158.9699319,0.725564525,0.870266202
5227.808,1.497537603,1.303268522,19686.62459,230899.8353,353964.7227,8.033333619,27.03333282,173.0258891,162.6473624,0.869707465,420.9039167,156.7609819,167.822738,0.779415615,0.885282698
5356.44,1.444942122,1.269015426,19709.89738,229592.7832,353456.349,7.899999936,27.63333257,177.1582934,162.5302226,1.019773458,346.979332,157.1134027,166.6097158,0.924961177,0.995178153
5325.812,1.409523721,1.232609396,19945.22502,235137.4824,361846.5768,7.76666673,27.16666667,176.9957447,169.3842163,0.948670191,292.4948317,163.4484342,171.9455109,0.873799647,0.950446412
5174.144,1.433811337,1.242308448,19963.05534,232650.2415,357464.7526,7.933333397,27.36666616,185.7794005,184.3834559,0.744871122,374.0985463,164.5183875,182.0429821,0.657476912,0.747289464
5259.981,1.442968706,1.240156074,19974.8479,226962.1035,350378.6745,7.999999841,27.06666629,177.2177359,166.8587602,0.741623593,401.5893224,156.6427307,178.6914368,0.637640854,0.771701815
5111.148,1.422321752,1.234175925,19929.74666,230363.1458,350757.7201,7.900000095,26.76666641,182.8156249,175.7582213,0.728743978,466.0212911,163.5220915,183.9855862,0.569902372,0.74805434
5273.127,1.425641785,1.243972813,19855.97119,228227.0221,349435.0143,7.833333333,27.53333346,181.3326174,159.2855873,0.818420947,400.1874784,155.4344215,179.5698751,0.66351441,0.83633582
4672.026,1.286381277,1.137432944,16524.58231,207247.6065,302978.7138,7.866666635,27.26666641,186.7755418,163.7075466,1.278487636,384.7744654,165.6845526,185.8403702,1.07795666,1.270557653
5177.564,1.434181879,1.262022267,19830.56421,221972.9622,331299.8958,8.100000064,27.13333321,187.5891889,174.0079835,0.934662474,456.66546,169.4484863,187.0728747,0.790510637,0.923540187
5239.536,1.438570028,1.25667882,18849.69857,230288.7663,341174.3086,7.666666667,27.06666692,181.2907969,173.3906492,0.864659384,373.3816363,164.4398836,183.2726345,0.740864523,0.860222096
4691.804,1.362924191,1.179708919,17349.02096,218639.6859,324883.2132,7.633333365,26.66666667,194.8888073,189.3007177,0.869089991,347.1166814,175.1638362,190.5012035,0.746631938,0.862534198
5063.335,1.437871963,1.244545256,18648.93254,226158.7292,341946.7813,7.733333429,26.66666667,193.8327789,185.4026693,0.859811338,431.1441434,172.4582049,190.3654836,0.724817375,0.834422648
5178.338,1.422933439,1.24219734,18787.4633,228069.4603,348340.1406,7.76666673,27.03333346,185.5021909,174.0860856,0.976265329,447.6675313,168.6164379,182.0180143,0.847440504,0.936006193
5168.862,1.471519689,1.280582155,18786.15568,226522.1634,344332.1302,7.599999905,26.93333308,174.1408539,157.6079814,0.938606771,413.9068019,163.5727393,174.1806087,0.805066434,0.926149411
5242.545,1.435663462,1.212127854,18013.79451,228146.513,348412.4271,7.533333302,27.30000051,169.3505529,154.2702891,0.957170824,325.2351634,153.958444,164.8447901,0.799176012,0.927158361
5326.371,1.424072911,1.201019108,18000.27441,226986.8359,346031.7904,7.600000064,27.36666679,171.5070941,156.3277429,0.963135829,319.2667376,149.5493272,163.7923603,0.803902944,0.942140969
5162.078,1.403104752,1.215121532,17848.97111,226143.9733,343025.4219,7.399999936,27.33333333,155.3018974,137.0858733,0.945323872,362.4515254,137.469794,153.9326379,0.762576185,0.940330957
4980.091,1.443714241,1.238439908,18000.02531,223287.8268,338336.3229,7.666666508,26.69999949,164.5000006,154.8895607,0.863810246,360.5586433,154.3633474,169.3585173,0.734958385,0.842603482
5284.251,1.433892955,1.232836808,17971.34359,226213.8249,348545.1914,7.666666826,27.53333282,177.0736879,160.4838365,1.184248716,301.8852723,152.4565614,165.4375534,1.016799303,1.14162726
5201.028,1.436968173,1.229513327,17904.08634,220759.7715,337119.9336,7.799999873,27.93333308,158.9664059,140.7320741,0.966657119,298.7474225,139.645153,157.2757346,0.798767882,0.953421175
5152.426,1.421187709,1.209580272,17431.5627,223047.2103,340045.7409,7.566666603,26.86666679,163.4993738,146.988012,0.995288546,275.8492012,138.705313,154.5254745,0.816824595,0.94469368
5106.761,1.403995946,1.183973958,17176.13428,219931.2962,335096.0352,7.566666762,27.53333346,187.9509595,183.9294586,0.878227313,293.6342621,168.8514525,183.4000397,0.753835296,0.836161447
5041.587,1.421616311,1.198484401,17965.89315,226848.3822,349891.8242,7.633333365,27.0,178.8193264,164.6580187,0.830067642,281.5459989,160.2383595,175.1435693,0.680534077,0.821101353
5137.45,1.439179053,1.222301558,18000.07316,230714.0964,354198.0482,7.666666667,27.83333333,184.0081946,162.9943314,0.864755385,288.0388069,161.6379217,176.6981888,0.705684247,0.870734741
5233.827,1.456330453,1.233651638,17961.01229,230669.0033,352446.5534,7.633333365,27.43333371,180.6223749,159.9670582,0.849722885,320.3236071,160.7218965,176.4247672,0.684406824,0.847484052
5410.495,1.467854172,1.246230319,17968.18237,231401.9655,351802.4714,7.400000095,27.39999962,168.1295751,148.4550769,0.914096495,305.5995318,146.8321718,164.0250689,0.752099124,0.902808214
5183.442,1.444026753,1.199041203,17862.60604,231069.1126,356349.2539,7.199999968,26.90000025,197.0441507,178.2820142,0.840245257,317.7418493,178.5599359,199.6872387,0.731667926,0.864089084
5020.006,1.427159155,1.1913264,18000.35034,230104.0117,358283.8281,7.366666794,27.93333308,192.9291452,176.2105878,0.82531973,338.9888687,173.9567795,188.9127668,0.735730092,0.85406024
5158.1,1.478630796,1.252331013,17871.22518,228958.3991,353948.9544,7.400000095,27.33333333,174.528717,158.7333272,0.834409662,369.2387848,156.8512541,168.8437405,0.732930956,0.859029156
5174.064,1.473299786,1.267584488,17954.51725,230545.3796,359294.8125,7.566666603,27.29999924,178.4553159,165.9042333,0.972739947,349.0859769,164.4333674,174.5844224,0.889731752,0.988531301
5290.378,1.411178817,1.212249994,18063.23446,230347.8952,358798.2344,7.366666635,27.39999962,179.0689125,162.2312794,1.087053813,295.7985649,161.4660428,169.2283077,0.959790818,1.077575343
5110.951,1.421122034,1.178075075,18008.49438,229116.6706,361150.3307,7.699999968,27.73333359,205.0586274,182.8689938,0.954212944,283.9114933,178.7417571,189.9279435,0.825236556,0.944589416
5167.051,1.421610812,1.213122293,17982.46859,227185.8444,355766.2148,7.699999968,27.46666654,176.0935141,161.9901943,0.894742322,305.0358226,155.5475953,169.5359503,0.784978916,0.882622607
5180.042,1.475517367,1.26139235,17894.71537,223829.0007,350945.888,7.566666603,27.90000025,166.108832,143.8035018,0.989819273,304.2965635,149.5113497,162.8357232,0.888688189,0.982749162
5285.58,1.437027777,1.206054409,17964.74251,225199.7819,352612.4375,7.26666673,27.0,162.5164642,143.1346966,0.93741747,274.2517904,149.4654528,166.1294346,0.827188825,0.941743858
5198.662,1.428515395,1.205154459,17941.38631,227655.6842,354160.1146,7.833333333,27.53333282,162.2814725,141.5694393,0.872695627,215.2459208,147.0165539,168.006162,0.790045736,0.90480155
5127.715,1.485631381,1.244246542,17886.14982,226127.9115,351625.1615,7.666666667,27.33333333,163.2583714,147.8349711,0.795831534,229.185166,149.3388262,172.82912,0.719834375,0.841519959
5226.395,1.463346953,1.2330468,17904.90633,228524.7428,352833.1888,7.833333492,27.36666679,157.8625546,146.5817658,0.85668012,266.5540562,156.511247,163.4649614,0.77440608,0.863613119
5205.589,1.413738425,1.175530086,17937.86027,230710.5072,351955.9844,7.46666654,27.26666705,157.1627763,147.6776021,0.875537266,230.7568938,150.9471455,162.1908506,0.794490392,0.878680378
5135.011,1.434272572,1.191710646,17955.47103,229515.8307,352234.1536,7.699999968,27.86666679,160.3650074,145.2422263,0.868881822,248.5126514,147.5606467,167.0666631,0.79097604,0.888112033
5274.989,1.45110633,1.21767657,17953.53695,228493.6315,350837.8073,7.666666667,27.29999987,149.3748604,130.4620736,0.923447448,282.0556564,137.267567,148.8276424,0.814988395,0.92552645
5281.803,1.422569444,1.195353587,17900.10181,229655.7826,348585.6367,7.633333206,27.36666679,134.7720598,117.3980989,0.95052928,228.4203396,122.7264506,134.4872742,0.865645252,0.940864565
5287.982,1.450722218,1.215318878,17830.96216,228779.4863,349827.8711,7.533333302,27.56666692,141.4216048,126.3337034,0.876963891,208.9444866,128.9292526,142.1991819,0.799718281,0.870428028
5254.511,1.428956201,1.19630677,17865.33211,227522.3223,348583.0938,7.699999968,27.73333359,149.4064465,128.6470855,0.923540078,207.2911065,132.163619,149.2998397,0.810357581,0.937549921
5276.074,1.425972223,1.194511577,17824.33919,227513.3405,348985.8711,7.966666857,27.20000013,138.2888667,123.4604766,0.902873904,218.1629461,122.9719245,137.3141282,0.80276724,0.909840797
5202.016,1.456006383,1.227828711,17753.32808,225188.4466,345707.5273,7.5,27.5,133.5401382,117.4151761,0.910736052,202.6880525,114.1269598,129.8321555,0.775613189,0.901037559
5123.064,1.442517117,1.223889982,17858.61068,226496.2246,346446.0938,7.666666667,27.16666667,144.8541234,131.1612562,0.969302192,227.3339195,132.8029874,145.8297288,0.835449177,0.969439295
5291.569,1.44257234,1.20808508,17982.44759,227978.7624,350175.2174,7.566666603,27.10000038,148.6168073,132.1711515,0.938783156,214.3345515,135.2268162,144.0712824,0.815258965,0.940589639
5030.798,1.446108306,1.226374974,17498.06824,221123.2747,341508.7565,7.800000191,26.86666679,166.285525,153.4766677,0.966321488,215.1767515,160.9355145,167.1051191,0.896304292,1.012566052
5197.886,1.401291082,1.188947618,17546.25659,224165.2897,340996.1667,7.699999968,27.23333359,165.1129112,146.8625914,1.067820042,208.1599178,138.6181145,153.2000326,0.916390153,1.068546295
5293.113,1.401193763,1.197749197,17866.07349,226441.9154,344773.5156,7.566666603,27.53333282,157.6525968,135.5698236,1.167341744,199.4337654,136.0245892,150.5843646,1.019358151,1.183152512
5256.537,1.4041137,1.183652212,17943.73438,226335.0664,346262.957,7.699999968,27.76666641,166.4714553,148.7484786,0.924023025,224.0551122,146.7139203,163.0189711,0.794501265,0.939054221
5279.919,1.39661102,1.134082749,17744.69202,229967.903,352275.7891,7.76666673,27.46666654,167.7249133,147.4815607,1.004624921,227.7193667,151.1298052,155.26441,0.891273623,0.991146885
5313.415,1.397840942,1.166320081,17975.17944,232631.5703,352055.9609,7.733333429,26.70000013,165.2287674,145.3212369,1.057971731,200.5964724,143.7569911,149.8669895,0.937943901,1.021081025
5178.709,1.423321828,1.194063783,17720.51904,228701.7852,352310.8542,7.833333333,27.66666667,158.8819141,143.5445538,0.843130261,207.5279547,142.8990927,158.7445234,0.724944055,0.854896016
5258.867,1.378809452,1.138347129,17953.13729,230380.1621,351567.9961,7.699999968,27.80000051,146.8365053,127.1190265,0.938509037,186.5222333,129.1903337,143.7962564,0.801009789,0.947688892
5166.477,1.409183323,1.144431223,17930.8916,228692.084,348232.6758,7.800000032,27.73333295,161.1123441,146.5660795,1.039247992,184.850132,148.6617953,150.1241639,0.925007803,1.04397288
5193.473,1.372493635,1.130660305,18500.51595,229496.5749,346918.3971,7.833333333,27.43333308,153.6420008,147.1605676,0.913211676,182.069692,147.5468616,149.7270126,0.842469546,0.915407176
5172.642,1.412314812,1.16210263,18707.86287,229158.0951,344187.6276,7.633333206,26.96666654,158.517711,144.4630953,0.808582254,195.39066,139.1328259,158.2594172,0.715081332,0.818947551
5165.517,1.40162615,1.165773153,18871.3693,229937.3848,345927.612,7.666666667,27.09999975,160.4908098,149.7989788,0.847109134,198.5461814,148.4479828,158.648236,0.775285415,0.858300693
5090.177,1.393615733,1.155510421,18897.74984,233421.0039,351062.6003,7.666666667,27.06666692,160.394378,147.3270041,0.845647151,199.4506842,142.4980501,158.6146069,0.748546695,0.858188416
5300.174,1.416512822,1.176280821,18980.22355,232508.0026,352894.0508,7.699999968,27.46666654,154.6259899,143.3636929,0.903154145,203.2412198,139.9847527,148.908549,0.820924573,0.906546156
5036.417,1.395162498,1.173233499,18271.50708,229036.8398,346057.1159,7.53333346,27.43333308,158.0385437,148.0444158,0.933433371,198.3403689,147.6995487,155.6158746,0.874390647,0.955541405
4999.889,1.397450233,1.166123266,17598.07393,226257.1504,343172.7044,7.633333365,26.40000025,158.2415187,151.0615619,0.837517882,203.2960059,146.3529787,157.0127331,0.792014984,0.821214577
5163.443,1.407238235,1.160382102,18801.31087,230310.1224,351692.4362,7.833333492,26.63333321,141.1617959,129.8056908,0.863613943,187.3669434,133.9903227,149.5963262,0.818439879,0.858141882
5169.63,1.412364721,1.164683665,18960.77051,229630.8158,354015.5898,7.933333397,26.20000013,167.5189991,157.8825397,0.878440005,210.470129,151.3026943,165.2433516,0.806611056,0.868150639
5273.591,1.372012148,1.133182883,18985.64779,229864.8672,355457.901,7.933333397,26.66666667,162.2923361,135.3919312,1.159179931,191.3187071,138.3192364,151.9277191,1.053694559,1.135063653
5173.359,1.38561593,1.176619351,18884.19963,228949.5638,347915.5625,7.633333365,26.83333333,147.641264,124.458183,1.154981924,187.8940671,132.4324525,151.2313805,1.058299296,1.169639528
5208.609,1.419535299,1.203334242,18943.91813,228774.7233,341897.0104,7.466666698,27.43333308,139.8446948,123.0019782,0.908025975,181.1503976,123.1203947,144.5642707,0.799245685,0.926208146
5277.503,1.397095487,1.176221068,18837.87996,228655.4486,345237.5143,7.800000032,27.23333359,153.9545918,131.1945467,1.074984841,206.9737339,129.4567003,151.943325,0.934584424,1.106817881
5136.919,1.395651092,1.169930865,19000.2513,228731.4453,345855.1055,8.03333346,27.26666641,160.2240779,135.5608425,0.861106262,214.322134,132.5909328,158.2898687,0.722718395,0.902362272
4707.707,1.239476511,1.030213039,17102.12889,212616.1924,311961.5993,8.03333346,27.3333327,159.4974775,140.8317884,1.285658101,210.1627916,145.1526467,155.7708518,1.133129182,1.265608691
5157.324,1.429195608,1.208537623,19162.83936,228066.1934,333603.9271,8.0,27.26666641,144.4723899,135.0750408,0.873749877,220.8783538,137.5003277,151.0203969,0.795614583,0.859784603
5136.442,1.371512299,1.133539468,19500.09261,232984.9596,343179.8932,8.100000064,26.89999962,165.0965684,155.0397924,0.832415842,211.7246469,148.8221404,171.0661882,0.735308779,0.83305422
4959.253,1.387791663,1.137729163,19500.48926,232172.0332,345953.5534,7.933333397,27.0,166.9173883,168.2053178,0.812819662,231.3812103,146.7134272,173.3130862,0.710799995,0.813996869
4584.801,1.256078131,1.047065962,17898.89114,217268.2044,318576.0241,8.133333524,26.75,206.3118191,211.1270994,1.006371463,245.069217,174.2486102,197.6376273,0.847630724,1.000866892
5329.205,1.390728394,1.156094427,19443.85506,229312.3665,346963.6758,7.96666654,27.56666692,159.9668083,146.7029244,0.937535013,239.8504639,136.875898,149.7275155,0.77243078,0.91133036
5416.446,1.352121532,1.138648147,19329.96257,232866.2539,350315.2956,7.833333333,27.33333333,152.6080894,136.6311356,1.146789653,210.3669395,136.763766,140.6670618,1.012206537,1.128685231
5200.868,1.343565986,1.096402201,19441.68579,233341.179,350075.5768,7.866666635,27.76666705,160.747743,142.6406724,1.018637617,197.5399806,143.2671522,149.9515788,0.887877606,1.009011452
5186.152,1.350377575,1.085159083,19104.24398,232618.0964,349410.8177,7.933333397,27.69999949,163.4425284,154.6093623,0.901932279,195.3696696,147.1414255,151.7476031,0.791787197,0.892337355
5227.981,1.343934044,1.067037026,20178.88395,231663.6211,349567.7331,8.000000159,27.66666667,162.9213498,150.9245377,0.84916684,198.6170343,143.2266334,154.2110329,0.72461921,0.858508505
4271.377,1.137404578,0.924353866,17291.1837,203903.1475,314543.6575,8.033333619,25.96666654,174.8798615,170.0595983,1.114075978,221.0212479,157.113925,164.4658953,1.018629689,1.076366311
5188.228,1.392050927,1.165671875,20822.42749,232290.1667,348344.4805,6.075000048,26.83333333,163.0096296,156.5538775,0.894918084,230.9507516,145.2546584,154.9450785,0.773391835,0.900874647
5196.556,1.381721978,1.155641501,20963.11361,232492.0768,347891.1107,8.03333346,27.39999962,164.0125542,157.7294369,0.848537371,212.2855651,146.3409046,154.6483873,0.727082228,0.856585699
5254.415,1.391811351,1.142555555,20708.80086,228368.554,346119.1888,8.066666603,27.23333295,160.129343,155.0572783,0.881278925,248.0370954,143.7238687,154.1825539,0.754216778,0.8777081
5275.057,1.371527781,1.129737268,20116.79647,232796.7585,347255.4609,7.966666857,26.73333295,155.8039195,148.7136777,0.933581593,180.6100324,140.7519563,148.1497768,0.807751733,0.930119621
5143.246,1.357845704,1.120406454,19976.26335,231113.7878,342120.8138,8.166666985,26.66666667,160.544356,152.0558281,0.845630755,190.1212215,142.548782,151.7146174,0.729141613,0.857655485
4271.293,1.169794573,0.979921861,17435.08417,204230.7179,295245.6511,8.200000127,26.93333308,171.2826777,163.9242373,1.289193789,196.7327366,161.2144175,167.3922736,1.191769143,1.247991892
5186.912,1.382908563,1.147295694,21000.56185,232929.6068,355537.4961,8.199999968,27.79999987,185.1820043,179.7530403,0.878531359,243.7874489,173.8032525,179.1483377,0.746867533,0.873183966
5144.622,1.382949357,1.131741956,20590.93799,233547.2539,348820.0221,8.0,27.79999987,174.7154992,169.0858027,0.857311286,256.5144024,169.0110137,174.1433487,0.736400798,0.845651212
5310.043,1.351582174,1.068356499,20969.37069,234729.6719,354965.3138,7.900000095,26.99999936,171.9046008,153.1306524,0.880459256,202.9364758,154.9073664,168.1764781,0.723877318,0.884444671
4991.279,1.385195017,1.118220493,20931.95662,234929.2708,355321.7083,8.100000064,27.13333384,179.5719713,177.2402007,0.84819525,213.2873306,163.1853892,176.8930607,0.712611747,0.865681591
5156.382,1.433962042,1.173714797,20913.52588,233772.3867,356207.0234,8.200000127,27.73333295,177.6902777,169.9662647,0.835619926,239.1108926,154.143795,173.2689635,0.675252398,0.860854762
5164.265,1.396996533,1.137949089,20802.63346,233500.9531,350654.2344,7.933333397,27.86666679,174.8996201,164.8274415,0.934734193,245.9677607,151.3063879,173.0898838,0.753557685,0.945576169
5180.353,1.403832749,1.145050918,20999.49829,233456.5651,355298.3438,7.966666698,27.39999962,168.4919898,162.8724149,0.863120774,228.0112019,148.2273515,167.035209,0.70932013,0.869044734
5171.117,1.432162245,1.18532066,20441.01465,233587.0794,352416.8451,7.933333397,27.39999962,158.5288169,154.7964134,0.814073972,234.9843884,138.4738299,161.7288647,0.647578823,0.832399882
5157.927,1.403993641,1.165852427,20669.85632,230550.9382,352986.444,8.100000064,28.19999949,169.5909195,155.7126713,1.076664574,240.8030682,141.140331,162.5240186,0.913864004,1.072281082
5105.501,1.426971063,1.181764469,20922.39754,230803.2559,355331.7305,7.800000032,27.73333359,162.2565085,153.116986,0.806176911,250.9492677,139.8403975,155.1779588,0.62765046,0.826712499
5197.22,1.439645956,1.159969345,20968.7207,233133.3646,358261.5521,8.066666921,27.0,162.2339541,153.9632772,0.868111789,222.8587341,141.774128,149.3021908,0.709984961,0.866967812
5166.407,1.44529514,1.128115162,20802.46126,232166.6152,357416.026,8.200000127,27.26666705,169.4023914,160.6827927,0.886895945,236.6673044,148.0109399,161.1105652,0.72843645,0.889457519
5248.147,1.401920716,1.081287608,20967.44084,232426.1296,356552.4688,8.300000191,27.29999987,161.5974929,148.9062665,0.954410478,208.7175986,143.363383,153.4302769,0.794608856,0.948418056
5354.816,1.389622455,1.065351968,20978.72852,234661.2298,357468.4427,8.133333524,27.46666654,153.0807457,144.185133,0.931292735,186.4576085,146.6873124,149.8876851,0.809510154,0.938174427
5105.675,1.364399895,1.052733789,20908.9895,232118.0664,350377.2826,8.166666985,27.73333359,162.1139851,149.320797,0.898846639,188.1915652,141.6707821,157.0320193,0.7557463,0.919772215
5113.85,1.362390056,1.080744803,20974.21794,232457.6888,352536.4688,8.399999936,27.56666692,165.4590766,156.3800882,0.932488017,186.2524471,139.8622109,151.0234909,0.79229867,0.932243864
5173.548,1.384472807,1.088047748,20647.2006,231464.4382,352644.4492,8.200000127,27.66666667,152.4464531,142.1966543,0.923865537,203.4122245,133.7206977,141.8593146,0.808615647,0.923977969
5373.431,1.384657403,1.085803827,19853.56136,235618.3919,353884.431,7.933333238,27.36666679,132.9385357,124.7930422,0.919136345,167.0895824,122.3675178,128.0209265,0.820853288,0.909038305
5201.91,1.383743639,1.095105911,19500.74357,235573.1842,354634.0156,7.966666698,27.5,142.1079191,131.2160088,0.847826729,169.086116,130.5506086,143.3433968,0.743363765,0.856766894
5043.914,1.39310051,1.106582224,19481.229,234861.349,351264.3372,8.200000127,27.76666641,147.1982581,146.3447224,0.811577524,177.2647406,140.8668181,154.9542452,0.733902643,0.834367263
4983.597,1.396013305,1.115229741,19763.08407,233139.623,356821.5299,8.26666673,27.96666654,172.5786381,170.5113913,0.806285525,195.7542744,156.0124327,167.3132941,0.712572051,0.825124539
5195.675,1.40741609,1.118851279,19949.06136,233782.6146,353650.8815,8.333333333,28.0,162.7875392,160.9816964,0.828776442,193.7978846,140.4062929,150.51448,0.729654339,0.82852072
5362.213,1.405888736,1.140998905,19912.21916,234291.7754,354513.556,8.26666673,28.09999975,147.076664,133.5725298,1.03152367,162.1056868,125.8825448,138.379159,0.913317817,1.043092387
5304.905,1.404953127,1.138826385,19292.26103,233297.0729,347442.2917,7.966666857,27.73333359,136.9207598,133.1605638,0.855788082,168.6658796,126.2845624,136.0193361,0.767253175,0.850455381
5185.41,1.396369194,1.152434016,20297.28963,235121.2461,345677.0352,8.100000064,27.46666654,150.2521458,145.8885727,0.843207521,167.8153606,137.7999112,151.4642913,0.737309545,0.856035354
5179.175,1.422047277,1.170429006,20983.32113,233671.8952,341450.5273,8.200000127,27.46666654,166.3201644,167.703729,0.817483373,174.4707998,152.6906261,164.3891697,0.738423645,0.821757202
5279.827,1.428766777,1.180180574,21135.49251,234248.235,341745.1497,8.400000254,27.36666679,169.7866662,161.2226467,0.98429207,170.1338501,149.2358303,158.3721053,0.879231309,0.96983281
5383.916,1.44771645,1.26560243,21418.71322,235831.0684,342787.4727,8.333333333,27.63333321,141.7394206,133.4123402,0.89089404,172.8504086,129.8259904,145.8233509,0.789749945,0.899287845
5472.496,1.439737265,1.344489003,21434.63818,235136.2513,342773.6927,8.266666412,28.20000013,145.1523952,135.5795342,0.993442933,176.4653651,135.3699071,143.685552,0.911980373,0.989910007
4875.314,1.314051554,1.247508065,19191.63678,225082.3783,318244.9735,8.299999873,27.89999962,152.0648944,141.9971323,1.301113988,173.2103939,141.7146788,149.2922376,1.211847035,1.27160428
5039.552,1.40837268,1.340413804,16386.51213,217088.4017,326406.9401,8.333333333,27.76666705,157.5886593,171.2981339,0.971438323,198.5974903,155.9795284,157.5678126,0.954969861,0.923239795
5083.507,1.413433438,1.346604615,17611.44686,221172.7949,336131.9922,8.23333327,28.33333397,159.6505591,165.1066793,0.971000016,187.2602908,150.24943,157.6240667,0.971000016,0.913999975
